ssn	job	company	mail	address	name	birthdate	username	current_location	registration	blood_group	user_id	station_ID
749-93-6600		Woodard Ltd	amanda91@gmail.com	"001 Miller Forks Apt. 132
Millerbury, AZ 71549"	Jason Moody		pjohnston	(Decimal('29.5530965'), Decimal('148.459844'))	10/17/2020, 00:00:00	AB-	423	287
928-62-1800		Löffler	schombermareile@yahoo.de	"Gustav-Schinke-Platz 2-5
13508 München"	Irmgard Klemm MBA.	1970-01-06	eweiss	(Decimal('10.329414'), Decimal('135.132888'))	12/14/2018, 00:00:00	AB-	235	505
501-42-8063	Licensed conveyancer	Williams Ltd	sroberts@yahoo.com	"3047 Joshua Points Suite 833
Heidimouth, MP 89898"	Karen Brown		jennifer32	(Decimal('44.887700'), Decimal('-109.923849'))	2023-01-09	B-	1285	121
853-69-8520	演歌歌手	山崎建設有限会社	takuma29@hotmail.com	香川県昭島市蟇沼23丁目27番8号	加藤 あすか		atsushi86	(Decimal('64.980727'), Decimal('-95.971387'))	21 Oct 2019	B-	284	687
TSSRMO89A58B709D		Argan, Zola e Filogamo s.r.l.	luigi03@hotmail.it	"Via Rosmini, 259 Appartamento 93
98027, Allume (ME)"	Marina Pizzamano		mantonello	(Decimal('8.189128'), Decimal('-87.630627'))	05/17/2025, 00:00:00	A+	905	374
303-05-2655		山本運輸合同会社	itoyuta@yahoo.com	兵庫県大網白里市豊町29丁目21番7号 蔵前クレスト826	渡辺 春香	2016-09-04	kimuranaoki	(Decimal('-84.8231205'), Decimal('82.165640'))	2022/04/23	O+	53	452
453-22-3117		Jackson, Thornton and Graves	taylormichael@gmail.com	"427 Hernandez Loaf
Lake Karen, CA 51978"	Russell Walker	2002-07-16	linda47	(Decimal('-30.6308885'), Decimal('-178.741654'))	24 Jun 2019	AB-	138	488
CHSFBA94H61C120E		Morgagni-Rinaldi e figli	germana35@fastwebnet.it	"Borgo Canetta, 4
82010, Cavuoti (BN)"	Angelo Natta		amalianordio	(Decimal('-0.796931'), Decimal('-160.061053'))	06/05/2021, 00:00:00	O+	723	394
45268913042		Casa Grande S.A.	tcosta@ig.com.br	"Via Luara Rodrigues, 87
Vila Ouro Minas
49145-643 Barbosa / RO"	Jade Marques		emanuelly92	(Decimal('-56.2167075'), Decimal('40.016295'))	17 Nov 2022	A+	779	517
676-62-1748		Shaw PLC	lucas11@hotmail.com	"363 Jasmine Plain
South Johnnymouth, IL 83162"	Lisa Dillon		gregory43		01/11/2021, 00:00:00	AB-	760	137
760-44-7027		株式会社佐々木銀行	miuramikako@gmail.com	大阪府日野市上吉羽35丁目7番5号 東和町パーク636	石川 英樹		yamaguchiyoko	(Decimal('83.8162005'), Decimal('-24.539304'))	2019-02-21	AB-	1340	587
657-46-9769	Koreanistiker	Klingelhöfer KG	gertzhans-josef@googlemail.com	"Jochen-Stolze-Weg 4/6
74953 Lübeck"	Friedl Schleich-Pergande	1988-09-26	mentzelpatrik	(Decimal('-84.229700'), Decimal('163.446921'))	2023/05/03	O-	914	274
703-52-9107	Minerals surveyor	Hooper, Carpenter and Small	josephramsey@yahoo.com	"716 Tyler Coves Suite 107
Martinborough, KY 71623"	Jason Mann	1969-02-16	jessicatucker	(Decimal('-62.961703'), Decimal('-103.322677'))	2024/07/08	B+	539	25
827-16-6485	Television/film/video producer	Combs-Kelly	flynnjohn@hotmail.com	"3595 David Port Apt. 240
Lake Ashleyton, DE 52788"	Susan Arnold		timothy40	(Decimal('15.7934955'), Decimal('1.761926'))	2022/01/29	A-	480	304
CVNNNS27B20D848B		Giannini e figli	ferragnienzio@tim.it	"Canale Casini, 83 Piano 0
37010, Sega Di Cavaion (VR)"	Sandra Ferragamo		ecomencini	(Decimal('59.3622725'), Decimal('3.282689'))	12/30/2019, 00:00:00	AB-	37	288
060-48-8725	ゲームクリエイター	合同会社中村食品	rei27@gmail.com	山梨県南房総市羽折町41丁目27番15号 六番町シャルム309	山田 聡太郎	1979-12-05	kyoshida	(Decimal('34.343588'), Decimal('56.333401'))	01/25/2019, 00:00:00	A-	935	276
BSRLLN15P04G042J		Stucchi-Bocelli s.r.l.	dolores74@virgilio.it	"Borgo Gemma, 523 Piano 2
06018, Lugnano (PG)"	Marcantonio Gaito		fusaniagnolo	(Decimal('7.0031785'), Decimal('-75.656178'))	2021/04/02	O-	316	431
838-30-5197	電気工事士	株式会社池田鉱業	shoheiyamada@hotmail.com	宮崎県目黒区上野桜木33丁目6番13号 コーポ松石729	斉藤 充		satotakuma	(Decimal('73.4965195'), Decimal('-52.730074'))	2022-05-12	A-	1467	556
474-94-4207		Heinrich	georgiosstiffel@web.de	"Kraushaarring 158
59630 Schwabmünchen"	Theda Steckel		pbiggen	(Decimal('-10.589678'), Decimal('20.655794'))	2022-09-02	B-	35	195
75612943873		Aragão Rios e Filhos	marianada-cunha@ig.com.br	"Praça de Ribeiro, 73
Aarão Reis
91150-383 Barbosa do Campo / MA"	Cauê da Luz		sousamatteo	(Decimal('-0.345930'), Decimal('38.689750'))	2024/12/02	A-	334	87
095-84-9838		有限会社中村建設	hiroshiyamada@gmail.com	新潟県稲城市鳥越41丁目10番1号 湯本塩原パーク368	中村 裕太	1946-03-29	akimura	(Decimal('-2.364454'), Decimal('-69.493441'))	2021-09-04	O+	1666	226
51806927330	Árbitro e mediador	Garcia	beatriz58@hotmail.com	"Travessa Sophia Cavalcanti, 83
Santa Rita
14232685 Monteiro Paulista / SP"	Pedro Henrique Pereira	1958-07-23	qdas-neves	(Decimal('72.8759065'), Decimal('87.764207'))	2021-12-18	A-	1568	126
TRCNTL80T24C883Y		Garozzo e figli	pginesio@tele2.it	"Viale Musatti, 112 Piano 8
41045, Lago (MO)"	Annunziata Schicchi		mzichichi	(Decimal('31.2590745'), Decimal('30.287516'))	2019/05/06	B+	1591	325
601-10-2292		合同会社吉田水産	kimuraakemi@hotmail.com	香川県板橋区卯の里34丁目18番16号	遠藤 直樹		fujiimiki		17 Dec 2018	B+	585	458
114-48-6408		Eberth Jäkel OHG mbH	moechlichencarmelo@aol.de	"Gunar-Martin-Platz 10
58443 Kusel"	Edelbert Kruschwitz		pbriemer	(Decimal('-27.553932'), Decimal('-157.368303'))	2025-06-02	B+	2034	162
40513892788		da Paz S/A	maria-sophiamontenegro@yahoo.com.br	"Lagoa Liz Azevedo, 67
Vila São Francisco
58383-494 Melo / PE"	Sra. Anna Liz Mendonça	2021-11-15	qmendes	(Decimal('5.5557275'), Decimal('-150.398076'))	2025-01-19	AB+	390	9
136-63-7250		Baker-Diaz	barnettthomas@gmail.com		Veronica Matthews	2025-09-08	ramoslisa	(Decimal('85.0574515'), Decimal('67.420459'))	05/20/2019, 00:00:00	A-	1427	587
759-96-8675	Scientist, physiological	Mcdonald and Sons	thicks@yahoo.com	"USS Harris
FPO AP 57961"	Dillon Morris		shawnroy	(Decimal('46.7407055'), Decimal('-82.546115'))	2022-08-21	B-	873	179
63580791400	Torreiro/Torrista	Viana e Filhos	davisousa@ig.com.br	"Vale Moraes, 124
Aguas Claras
84374-418 Nogueira / CE"	Thales Cunha	1961-10-09	leonardocavalcante	(Decimal('-11.5083935'), Decimal('-44.674191'))	06/19/2020, 00:00:00	A+	1859	609
417-47-2772		Haering	aschenk@yahoo.de	"Wernerplatz 312
20201 Feuchtwangen"	Ing. Marianne Wulf	1921-09-28	textoralice	(Decimal('-75.631393'), Decimal('22.015887'))	16 May 2025	AB+	856	137
13928506498		da Cunha da Rosa S/A	yuricastro@yahoo.com.br	"Conjunto de Sousa, 14
São Damião
28694669 Silva do Sul / PE"	Anthony Gabriel Souza		bda-mota	(Decimal('6.696029'), Decimal('-61.309867'))	2023/01/18	AB-	1115	739
BSRGNN62C67M371G	Journalist, newspaper	Guarneri, Tutino e Spallanzani e figli	annunziatapoerio@libero.it	"Vicolo Frescobaldi, 2
13886, Viverone (BI)"	Patrizia Balbi		rcaccioppoli	(Decimal('30.4781165'), Decimal('66.284986'))	29 Jun 2022	A+	1234	473
035-37-6022		Nerger AG	mjopich@gmail.com		Paul-Gerhard Karge	2009-06-27	miodragzahn	(Decimal('-55.4806205'), Decimal('-1.074582'))	2025-07-18	O+	1127	357
276-73-9479	農家	有限会社木村通信	yosuke20@gmail.com	北海道江東区西浅草36丁目17番1号 パレス中三依699	伊藤 学	1952-08-20	nanami62	(Decimal('79.2443275'), Decimal('179.043525'))	08 Jan 2022	B+	472	673
007-96-5878	Pfleger	Spieß Ebert GmbH	florentine99@gmx.de	"Thiesring 20
83743 Gadebusch"	Holm Hauffer	1941-08-08	mangoldkorbinian	(Decimal('-76.057802'), Decimal('142.543981'))	2019-06-24	AB+	688	175
778-05-0764		株式会社中島情報	okamotoosamu@gmail.com		中川 裕太		harukamori	(Decimal('24.913444'), Decimal('161.879136'))	2021-08-09	B-	1835	665
588-80-2682	Mathematiker	Hermighausen	girschnerkatja@gmx.de	"Anne-Marie-Noack-Ring 75
39481 Badibling"	Brunhilde Ziegert-Barkholz		ggunpf	(Decimal('23.355209'), Decimal('-55.862224'))	2023-06-13	O-	471	23
BLTGSR47D63G684E	Diplomatic Services operational officer	Mazzeo-Gramsci e figli	giosue85@tin.it	"Contrada Franco, 20
61122, Pesaro (PU)"	Dott. Guglielmo Mortati	1973-01-18	goffredo15	(Decimal('68.322596'), Decimal('41.901506'))	23 Jul 2019	A-	1367	455
168-23-5040		Wiek Hellwig AG & Co. KGaA	mendethies@gmail.com	"Austermühlegasse 18
96982 Bremen"	Annelies Henck	2018-03-05	nschinke	(Decimal('10.9077675'), Decimal('-154.431624'))	2022/06/11	B-	1650	516
01947865285	Técnico em óptica	Rios - ME	aragaomarina@hotmail.com	"Jardim Siqueira, 116
Vila Sumaré
41045-910 Rocha / PB"	Maria Vitória da Costa		lorena89	(Decimal('-37.668630'), Decimal('-159.190917'))	14 Aug 2021	A-	820	784
GVNLSI95T02M281B		Montanari Group	porcellatocesare@outlook.com		Dott. Umberto Serlupi	1981-11-19	guarino76	(Decimal('35.8535025'), Decimal('3.001258'))	11/10/2022, 00:00:00	B-	409	37
670-07-3467		Carey, Mendoza and Moreno	drobinson@hotmail.com	"9278 Martinez Mall Apt. 314
Port Lisaville, CT 48804"	Randy Wilson DVM	1948-11-05	plee	(Decimal('41.442372'), Decimal('117.102739'))	14 Jul 2023	O+	754	34
BRSRZO38C65A109N	Editorial assistant	Bonatti-Guglielmi e figli	lidiamorrocco@gmail.com	"Borgo Farinelli, 87 Appartamento 90
63077, Stella Di Monsampolo (AP)"	Dott. Fabia Sabatini	1916-06-03	martinellialphons	(Decimal('60.6072925'), Decimal('-38.143422'))	2020-06-20	A+	1697	499
13820954651		Cassiano	vianamaria-eduarda@gmail.com	"Vale Bella Nunes, 30
Indaiá
75450092 Barros de Nogueira / AC"	Sr. Pedro Melo	1963-04-21	thiago95	(Decimal('-21.6653265'), Decimal('107.555374'))	01/01/2024, 00:00:00	A+	646	423
214-07-4336	医療事務員	株式会社斎藤情報	minoru19@yahoo.com	滋賀県長生郡一宮町台場23丁目5番9号	鈴木 京助		tokada	(Decimal('-71.7967655'), Decimal('-41.212154'))	2023/12/10	A+	528	384
476-81-7126		株式会社長谷川鉱業	mikinakajima@yahoo.com	高知県小笠原村前弥六南町26丁目15番4号 藤金コーポ266	斉藤 翼		kobayashichiyo	(Decimal('23.0074695'), Decimal('151.576549'))	01 Aug 2022	A-	177	54
96548023170	Tosador	da Paz	jose09@bol.com.br		Juliana da Conceição	1934-05-07	albuquerqueanthony-gabriel	(Decimal('28.0018795'), Decimal('-49.338332'))	30 Apr 2021	A+	1930	459
469-10-7102		Faust	peter-michaelhenk@gmx.de	"Drago-Baum-Gasse 46
91497 Weißenfels"	Dr. Diethelm Gorlitz B.Eng.	1922-05-11	hillerisabelle	(Decimal('-16.561409'), Decimal('-156.823325'))	2018-12-30	O+	1312	634
523-56-0085		Reising	weitzelhelga@yahoo.de	"Jolanda-Hecker-Straße 6470
49171 Roding"	Willy Carsten MBA.	1951-09-03	dhesse	(Decimal('89.832352'), Decimal('7.457338'))	25 Jul 2022	B+	1774	210
31560428708		Moraes da Paz e Filhos	maria-clara73@uol.com.br	"Praça Ana Júlia Oliveira
Jardim Guanabara
67762739 Alves / RR"	Lavínia Macedo		pgarcia	(Decimal('68.6217365'), Decimal('112.199739'))	2021/01/22	B+	1900	20
273-20-4948	イラストレーター	鈴木建設有限会社	gmiura@yahoo.com		藤原 幹	1927-06-19	tsaito	(Decimal('-47.4896925'), Decimal('153.687855'))	2024-12-18	AB-	505	170
RSSDLN88H47A953A		Scandone-Tasso e figli	calboromina@outlook.com		Giulietta Catalano		rolando75	(Decimal('3.0801565'), Decimal('96.528292'))	2024/09/10	B+	923	757
653-41-1213	Chemikant	Schulz Schomber GmbH & Co. KGaA	marie68@aol.de	"Klaus-Dieter-Warmer-Gasse 8-1
06351 Niesky"	Georgia Patberg		eleonora21	(Decimal('-24.570743'), Decimal('88.775215'))	2021/01/31	B+	253	232
79125863428		Fonseca S.A.	joanada-rocha@uol.com.br	"Pátio Melo, 735
Boa Esperança
56455-039 da Luz / TO"	Anna Liz Nunes	1914-06-02	britorhavi	(Decimal('-46.419965'), Decimal('98.822408'))	2021/05/05	O-	1439	281
41538702932	Cadeirinha	Oliveira Machado e Filhos	marcos-vinicius39@bol.com.br	"Loteamento Brenda Ribeiro, 20
São Jorge 3ª Seção
32700960 Aragão Alegre / CE"	Renan Rios		mendesnina	(Decimal('83.344722'), Decimal('-71.351147'))	30 Apr 2025	A+	2028	97
50461873966	Neurologista	Rodrigues	monteirokevin@hotmail.com	"Pátio Pedro Henrique Vargas, 299
Vila Atila De Paiva
68042319 Teixeira / PE"	Maria Rios		isaque07	(Decimal('7.1797275'), Decimal('-22.430560'))	29 Jun 2023	A+	659	601
CRTGVN64S41D969V	Travel agency manager	Paltrinieri, Jilani e Crespi SPA	kargentero@tiscali.it	"Rotonda Sibilia, 0 Piano 7
98146, Cumia (ME)"	Giacomo Bonanno	2017-03-28	rosatoldo	(Decimal('-0.0828695'), Decimal('61.920445'))	2018/10/28	AB-	491	90
GLNPLA86S16M386E	Secretary/administrator	Notarbartolo-Gabrieli Group	xtolentino@vodafone.it		Puccio Forza		gianluca95	(Decimal('56.0988745'), Decimal('-102.797993'))	2024-08-19	AB+	1555	635
837-13-6827		Chen Inc	michele74@gmail.com	"6690 Johnson Passage Apt. 778
Woodsmouth, VA 62623"	Jessica Jackson	1990-04-12	richard79	(Decimal('-36.382916'), Decimal('48.596183'))	2023-06-01	O+	1032	105
215-70-3934		Gnatz GmbH & Co. KG	rschuchhardt@yahoo.de	"Hulda-Sorgatz-Weg 978
87180 Gelnhausen"	Siegrid Löffler	1976-02-03	vera76	(Decimal('25.346976'), Decimal('-116.685664'))	2022/01/03	O+	59	342
32569418005	Astrólogo	Jesus	xcavalcanti@hotmail.com	"Lagoa Pimenta, 70
Aeroporto
99145-442 Aparecida de Marques / AC"	Pedro Souza	1992-07-05	moreirabrayan	(Decimal('86.0957565'), Decimal('111.613768'))	2024/04/04	O-	458	14
202-32-6066		合同会社佐藤情報	maedayoko@yahoo.com	大分県横浜市瀬谷区西小来川26丁目22番16号 鳥越パーク258	西村 裕美子		momokokimura	(Decimal('40.250806'), Decimal('59.493706'))	2023/09/09	AB-	69	610
033-81-7831		Heser Schaaf KG	massimo83@gmail.com	"Süßebierstr. 209
63600 Olpe"	Heinz Trapp B.Eng.	2019-06-20	mmartin	(Decimal('6.3460205'), Decimal('-103.258065'))	2023/07/28	A+	827	622
105-36-3533		Tucker, Chapman and Guzman	laura31@hotmail.com	"00727 Dustin Field Suite 262
Suttonmouth, AZ 65369"	Kimberly Morris		jasminejones	(Decimal('-52.237171'), Decimal('108.406636'))	2020-08-30	B-	1446	785
82109647558		Albuquerque Gomes S.A.	ferreirathales@bol.com.br	"Passarela Gustavo Henrique Caldeira, 70
Novo São Lucas
17191-137 Cirino / AC"	Ísis Vasconcelos	1951-10-28	danilo17	(Decimal('-35.6267855'), Decimal('-82.397751'))	21 Oct 2023	A+	251	138
SRRRMG37L67F240E	Aeronautical engineer	Iannelli, Aporti e Combi SPA	ezioiannotti@hotmail.com	"Rotonda Lando, 24 Piano 1
40013, Villa Salina (BO)"	Paloma Canova		adamotuzzolino	(Decimal('3.9529915'), Decimal('-97.097674'))	09/20/2020, 00:00:00	AB+	325	522
521-79-6733	Radio producer	Malone-Green	alexanderwilson@hotmail.com	"10786 Valentine Station Suite 922
Perezshire, IA 67960"	Daniel Garrett	1953-07-16	david30	(Decimal('62.1482805'), Decimal('72.932596'))	2024/09/03	B-	912	291
SLRBLS41L66B410X	Sales professional, IT	Casarin, Filippini e Miniati Group	mrusso@libero.it	"Canale Donna, 9 Piano 2
26854, Pieve Fissiraga (LO)"	Sylvia Franceschi		cturrini	(Decimal('-52.1562955'), Decimal('-119.743515'))	05/20/2021, 00:00:00	A-	1010	319
520-80-1964		Burns, Duke and Reed	floresthomas@hotmail.com		Barbara James	1915-02-14	kathy82	(Decimal('5.2383145'), Decimal('-103.893676'))	03 Apr 2020	O+	2091	648
531-10-2765		合同会社藤田運輸	shimizumikako@gmail.com	愛媛県長生郡白子町長畑32丁目8番20号	佐藤 結衣		itanaka	(Decimal('-35.492270'), Decimal('-112.338346'))	15 Jul 2023	AB-	293	477
553-30-3508		森水産株式会社	nanami06@hotmail.com	新潟県西多摩郡瑞穂町脚折町16丁目10番17号 浅草パーク701	鈴木 翔太		yikeda	(Decimal('-83.924775'), Decimal('54.005263'))	2021/07/07	AB+	1632	176
892-14-1054		合同会社吉田電気	taromiura@hotmail.com	長野県町田市美原町40丁目24番14号 シャルム丸の内382	後藤 七夏	2006-09-08	ssuzuki	(Decimal('3.4625835'), Decimal('104.927528'))	12 Jun 2023	O+	389	316
BNNGRG51M52G997S		Brunello SPA	filippovivaldi@libero.it	"Contrada Severino, 65 Piano 6
34125, Trieste (TS)"	Dott. Gaspare Roth		carolina84	(Decimal('-50.969152'), Decimal('-150.934108'))	08/25/2023, 00:00:00	AB+	988	81
GRNRND69C42I540A	Research scientist (medical)	Mogherini, Garzoni e Garzoni Group	lando63@libero.it	"Borgo Veneziano, 1 Piano 0
30126, Vianelli (VE)"	Lidia Crispi		antonello97	(Decimal('-60.420543'), Decimal('163.434332'))	05/05/2022, 00:00:00	O+	1326	343
964-99-5992		Werner Rogner GmbH & Co. KG	cbriemer@hotmail.de	"Dagmar-Kambs-Allee 42
36680 Gerolzhofen"	Herlinde Wiek-Köster	1922-08-17	drewesjulius		03/16/2020, 00:00:00	A+	1839	386
BTGGRL39R25H421M		Pascarella, Cavanna e Bossi Group	eleanora28@hotmail.it	"Incrocio Paola, 7 Piano 8
33019, Leonacco (UD)"	Damiano Montessori	1928-01-01	ferrabosconapoleone	(Decimal('-80.5246215'), Decimal('135.247387'))	19 Mar 2024	AB-	1598	591
667-08-3243		Wright-Reyes	zachary99@yahoo.com	"6948 Taylor Hills
North Julie, VT 77666"	Nancy Russell		anthonymcbride	(Decimal('-60.9889175'), Decimal('-152.775632'))	2021/04/24	O-	1227	571
766-51-4990	Bankkaufmann	Wagner AG & Co. OHG	ernestinebohnbach@hotmail.de	"Eimerweg 6-9
82349 Göttingen"	Patrizia Zirme		koch-iilouis	(Decimal('-31.615615'), Decimal('-172.770809'))	06/26/2019, 00:00:00	A-	384	268
39567210802		Novais Ferreira S.A.	bernardofonseca@uol.com.br	"Chácara Dante Dias, 3
Santa Margarida
17657106 Carvalho / GO"	Dr. Rael Novaes	1987-06-27	savalentim	(Decimal('25.914000'), Decimal('168.167424'))	02/02/2020, 00:00:00	AB+	43	454
925-82-5683		Spieß Stiftung & Co. KG	henschelwolf-dieter@aol.de		Herr Leander Wagenknecht B.Eng.	2020-05-22	vcaspar	(Decimal('-28.5473635'), Decimal('-25.772720'))	2021/07/15	B-	989	541
702-68-4997		Kambs	hermannmelita@web.de	"Hornichplatz 42-31
23036 Konstanz"	Willi Ullmann	1954-10-09	mansflora	(Decimal('-58.392122'), Decimal('97.336271'))	2020-05-10	B-	277	221
PRDDNT54E66H186Q		Zanazzo-Pacillo e figli	antonino91@tele2.it	"Contrada Francesco, 70
00068, Rignano Flaminio (RM)"	Tonino Bulzoni		rgrossi	(Decimal('6.131664'), Decimal('122.937933'))	08/23/2019, 00:00:00	O+	21	146
78321650490		Pires da Mata e Filhos	luiz-gustavosilva@bol.com.br		Gabriel Pires	1941-01-26	pda-cruz	(Decimal('-51.546524'), Decimal('30.358929'))	2024/06/20	B-	476	292
225-40-6412		Tyler, Kim and Barnes	imurphy@gmail.com	"7017 Ashley Estate
Archerton, AZ 68647"	Kayla Cannon DDS		sherrirodgers	(Decimal('44.756141'), Decimal('-101.372706'))	2021/03/30	A-	1511	537
35920814624		Ribeiro	maria-eduarda55@ig.com.br	"Estrada de Teixeira, 71
Beija Flor
26027018 Câmara de Azevedo / PE"	Srta. Alícia Guerra	1953-11-16	felipe31	(Decimal('62.8687405'), Decimal('70.312006'))	2019/11/24	B-	1985	728
269-86-1781		岡田鉱業有限会社	taro00@yahoo.com	兵庫県立川市台場23丁目8番7号 コート太田ヶ谷199	木村 治		akira87	(Decimal('-85.432941'), Decimal('-164.412709'))	03/04/2019, 00:00:00	A-	1893	767
CRQGNZ90M48A032U	Nurse, adult	Mazzanti-Travaglio SPA	gabriellacadorna@gmail.com	"Stretto Gabriella, 972 Piano 5
20047, Cusago (MI)"	Biagio Viviani	1963-08-03	liviafaggiani	(Decimal('83.7375145'), Decimal('-91.458287'))	04 Dec 2024	B-	1716	597
28401637996		Rios	elisamoreira@bol.com.br	"Ladeira Pedro Miguel Mendes, 13
Parque São Pedro
30349563 Macedo do Oeste / MG"	Ana Gonçalves	1940-10-04	nicolemontenegro	(Decimal('-47.5709285'), Decimal('169.565305'))	10/15/2024, 00:00:00	B-	59	526
704-98-5148		山本通信合同会社	hashimotosatomi@gmail.com	高知県長生郡睦沢町北青山33丁目5番20号	岡本 零	1993-10-22	aokikumiko	(Decimal('-89.869260'), Decimal('115.455573'))	2022-11-23	B+	2107	409
PVNGFR16C67G241Z		Giannuzzi Group	maurobrenna@outlook.com	"Vicolo Melissa, 1 Appartamento 57
15061, Arquata Scrivia (AL)"	Venancio Finetti	1969-01-29	nicoletta58	(Decimal('21.2346605'), Decimal('-96.554470'))	2024-11-25	B-	1801	524
MZZRMN83B65F676P		Boccaccio e figli	piergiorgiosollima@libero.it	"Contrada Elvira, 92 Appartamento 98
20812, Mombello (MB)"	Gelsomina Tommaseo	1921-02-10	wtoscanini	(Decimal('-62.4149925'), Decimal('1.634681'))	2019/02/23	AB+	177	321
208-43-0170		佐々木水産株式会社	bkobayashi@hotmail.com	東京都長生郡長生村所野1丁目21番2号	太田 太一		qnishimura	(Decimal('35.829847'), Decimal('3.549120'))	2024/01/01	B+	450	373
BRSNNE62P70F183K		Bevilacqua, Musatti e Forza s.r.l.	starchetti@outlook.com	"Stretto Zanichelli, 89 Piano 7
81058, Vairano Patenora (CE)"	Paoletta Celentano	1910-12-28	angelicagigli	(Decimal('32.1344395'), Decimal('72.544346'))	04/22/2022, 00:00:00	O+	1430	332
626-20-6635		Söding Roht AG	sylvio84@gmx.de	"Kochplatz 6
75120 Stuttgart"	Ryszard Henschel		steyhenrik	(Decimal('-18.891704'), Decimal('63.036476'))	24 Mar 2022	O+	1893	229
PRTGSP94A41E125M	Printmaker	Gaito-Golino e figli	rosalia02@gmail.com	"Stretto Ferraris, 663 Piano 6
81044, Piccilli (CE)"	Osvaldo Jilani	1915-04-16	graziellacollina	(Decimal('-6.5594745'), Decimal('-132.163287'))	12/18/2018, 00:00:00	B-	1709	84
314-77-2933		Patterson-White	shannon64@hotmail.com	"86922 Walter Throughway Suite 428
Mitchellfurt, NJ 94269"	Theodore Lewis		hayleysingh	(Decimal('25.491494'), Decimal('-171.232735'))	2020/06/02	B-	1602	779
597-37-4837		Wilson, Ayers and Solis	craig21@yahoo.com	"5678 Joanna Forge Suite 198
South Tylerland, SD 48174"	Laura Lamb	1991-06-10	stacy37	(Decimal('-7.5270425'), Decimal('-101.632085'))	06 Aug 2022	B+	799	641
735-26-8599		Hardy-Clark	colejohn@yahoo.com	"104 Justin Expressway
Lake Randyburgh, IN 59058"	Melissa Adams		randallsherry		2019/09/23	AB-	1780	172
453-96-1900	調理師	有限会社高橋ガス	ogawarika@yahoo.com		高橋 健一	2019-06-16	yamashitakumiko	(Decimal('-13.5733995'), Decimal('-29.240556'))	03/19/2024, 00:00:00	AB+	1128	626
